stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
MCMELIo,4103,MCMICKEN AVE & ELIZA ST,,39.127771,-84.531279,1,,,,,0
MCMKOTo,4110,MCMICKEN AVE & KOTTMAN AVE,,39.129003,-84.530896,1,,,,,0
HOPGARo,4151,HOPPLE ST & GARRARD AVE,,39.137113,-84.538956,1,,,,,0
HOPBEEo,3653,HOPPLE ST & BEEKMAN ST,,39.137687,-84.548153,1,,,,,0
SUTWESo,3156,SUTTER AVE & WESTWOOD NORTHERN BLVD,,39.143824,-84.560156,1,,,,,0
SUTBOLo,3426,SUTTER AVE & BOLTWOOD CT,SUTTER AVE & HEATH CT,39.140177,-84.5573,1,,,,,0
SUTBLEi,3419,SUTTER AVE & BLEECKER LN,SUTTER AVE & HEATH CT,39.138037,-84.556541,1,,,,,0
KNOBLEo,3420,KNOB CT & BLEECKER LN,,39.13819,-84.554238,1,,,,,0
BALTMCHo,3176,BALTIMORE AVE & MCHENRY AVE,BALTIMORE AVE & HAWKINS AVE,39.149898,-84.561883,1,,,,,0
MCHIROo,3178,MCHENRY AVE & IROLL AVE,,39.149959,-84.563506,1,,,,,0
MCHHENo,3180,MCHENRY AVE & HENRIANNA CT,MCHENRY AVE & HENRIANNE CT,39.150082,-84.565457,1,,,,,0
MCHBROo,3179,MCHENRY AVE & BROKAW AVE,,39.149981,-84.567921,1,,,,,0
MCH3443o,3170,MCHENRY AVE 3443,,39.14931,-84.569321,1,,,,,0
MCHSAFo,2856,MCHENRY AVE & SAFFER ST,,39.145684,-84.573086,1,,,,,0
LAFEUGo,2331,LAFEUILLE AVE & EUGENIE LN,,39.139801,-84.590509,1,,,,,0
LAFALMo,2323,LAFEUILLE AVE & ALMESTER DR,LAFEUILLE AVE & GRASSELLI AVE,39.135678,-84.590909,1,,,,,0
FERFOUo,2018,FERGUSON  & FOURTOWERS Drive,FERGUSON RD & Fourtowers Dr,39.133739,-84.600409,1,,,,,0
GLEBOUo,1991,GLENHILLS WAY  & BOUDINOT AVE,,39.12887,-84.605068,1,,,,,0
GSqE,1005,Government Square Area E,5th St & GSqE,39.101298,-84.510563,1,,,,,0
REELAKs,8666,REED HARTMAN HWY & LAKE FOREST DR-southbound,,39.254828,-84.380266,2,,,,,0
9THVINo,1087,9TH ST & VINE ST,,39.105414,-84.514396,1,,,,,0
9THPLUo,1074,9TH ST & PLUM ST,,39.104742,-84.518772,1,,,,,0
REECREo,8668,REED HARTMAN HWY & CREEK RD,,39.258841,-84.380515,2,,,,,0
REECORn,8852,REED HARTMAN HWY & CORNELL RD,,39.270581,-84.375671,2,,,,,0
WOOMCMo,6112,WOODBURN AVE & MCMILLAN ST MB,,39.125873,-84.479745,1,,,,,0
ERIBERo,7033,ERIE AVE & BERRY AVE,,39.140299,-84.449826,1,,,,,0
ERIMOOo,7028,ERIE AVE & MOONEY AVE,,39.139906,-84.446066,1,,,,,0
ERIEDWo,7026,ERIE AVE & EDWARDS RD,,39.139608,-84.44346,1,,,,,0
ERIMICo,7024,ERIE AVE & MICHIGAN AVE,,39.139407,-84.441336,1,,,,,0
ERISHAo,7286,ERIE AVE & SHAW AVE,,39.139229,-84.439702,1,,,,,0
ERIPAXo,7277,ERIE AVE & PAXTON AVE,,39.138649,-84.434143,1,,,,,0
ERIGRAo,7274,ERIE AVE & GRACE AVE,,39.138452,-84.432217,1,,,,,0
MAROAKo,7504,MARBURG AVE & OAK LN,,39.146767,-84.421671,1,,,,,0
BROSHEo,7528,BROTHERTON RD & SHEREL LN,,39.15395,-84.420595,1,,,,,0
BROPAXo,7753,BROTHERTON RD & PAXTON WOODS DR,,39.154351,-84.416508,1,,,,,0
ERIMURo,7921,ERIE AVE & MURRAY AVE,,39.150578,-84.402953,1,,,,,0
ERIARNo,7923,ERIE AVE & ARNSBY PL,,39.151537,-84.4017,1,,,,,0
BRAERIo,7926,BRAMBLE AVE & ERIE AVE,,39.152206,-84.400695,1,,,,,0
BRACONo,8208,BRAMBLE AVE & CONANT ST,,39.151991,-84.397764,1,,,,,0
WHESIEo,8245,WHETSEL AVE & SIERRA ST,,39.161403,-84.3929,1,,,,,0
WHECHAo,8248,WHETSEL AVE & CHANDLER ST,,39.163401,-84.392665,1,,,,,0
CHAWARo,8247,CHANDLER ST & WARD ST,,39.163401,-84.391193,1,,,,,0
CHAWELo,8567,CHANDLER ST & WELTNER ST,,39.16315,-84.387654,1,,,,,0
CHAKENo,8566,CHANDLER ST & KENWOOD RD,,39.163006,-84.385692,1,,,,,0
PLABRIo,8526,PLAINVILLE RD & BRITTON AVE,,39.15244,-84.38021,1,,,,,0
PLAWINo,8527,PLAINVILLE RD & WINDWARD AVE,,39.154099,-84.380606,1,,,,,0
PLABRAi,8806,PLAINVILLE RD & BRAMBLE AVE,,39.151164,-84.37987,1,,,,,0
WOOBEEo,8511,WOOSTER PK & BEECH ST,WOOSTER PIKE & BEECH ST,39.144714,-84.383614,2,,,,,0
WOOWATw,8504,WOOSTER PK & WATTERSON RD,WOOSTER PIKE,39.142994,-84.388788,2,,,,,0
KEN7268o,8605,KENWOOD RD 7268,,39.195723,-84.38068,2,,,,,0
MONHARPo,9138,MONTGOMERY RD & HARPERS POINT,MONTGOMERY RD & HARPERS PT,39.269774,-84.329259,2,,,,,0
MONENYo,9226,MONTGOMERY RD & ENYART RD,,39.285416,-84.310375,3,,,,,0
MASCHAo,9228,MASON RD & CHAPEL SQUARE,MASON RD & CHAPELSQUARE LN,39.287161,-84.316058,3,,,,,0
GOVo,9230,GOVERNORS HILL,GOVERNORS HILL DR & FIELDS ERTEL RD,39.289652,-84.317213,3,,,,,0
MASSOCo,9303,MASON-MONTGOMERY RD & SOCIALVILLE,MASON-MONTGOMERY RD & SOCIALVILLE-FOSTER RD,39.322956,-84.312441,3,,,,,0
NORWESo,2153,NORTH BEND RD & WEST FORK RD,,39.187921,-84.602058,1,,,,,0
NOR5471o,2155,NORTH BEND RD 5471,,39.189255,-84.600418,2,,,,,0
CHEEPLo,2421,CHEVIOT RD & EPLEY LN,,39.191606,-84.599117,2,,,,,0
CHEBENo,2437,CHEVIOT RD & BENHILL DR,,39.210525,-84.599665,2,,,,,0
BANBOLo,2439,BANNING RD & BOLEYN DR,,39.211993,-84.590803,2,,,,,0
CHENANo,2173,CHEVIOT RD & NANDALE DR,,39.217153,-84.60047,2,,,,,0
JOECOLo,2468,JOESEPH RD & COLERAIN AVE,JOSEPH RD & W GALBRAITH RD,39.23153,-84.59323,2,,,,,0
FIVWOOo,8960,FIVE MILE RD & WOODCROFT DR,FIVE MILE RD & NIMITZVIEW DR,39.06428,-84.351966,2,,,,,0
FIVNIMo,8962,FIVE MILE RD & NIMITZVIEW DR,,39.069268,-84.352357,2,,,,,0
BEENORo,9044,BEECHMONT AVE & NORDICA LN,,39.072769,-84.334014,2,,,,,0
DELROEo,2514,DELHI AVE & ROEBLING RD,DELHI RD,39.097661,-84.583183,1,,,,,0
DELMAYo,2226,DELHI AVE & MAYHEW AVE,DELHI RD,39.09543,-84.590741,1,,,,,0
DELMTAo,2217,DELHI AVE & MT ALVERNO RD,DELHI RD & ROSEMONT AVE,39.093472,-84.593561,1,,,,,0
ANDCANo,1624,ANDERSON FERRY RD & CANNAS DR,,39.096847,-84.61783,1,,,,,0
ANDROMo,1628,ANDERSON FERRY RD & ROMANCE LN,,39.100568,-84.617466,1,,,,,0
ANDPLOo,1629,ANDERSON FERRY RD & PLOVER LN,,39.101907,-84.617317,1,,,,,0
VINTHIo,4916,VINE ST & THILL ST,,39.123625,-84.514358,1,,,,,0
VININWo,4923,VINE ST & INWOOD PARK,,39.125,-84.513729,1,,,,,0
JEFCHAo,4954,JEFFERSON AVE & CHARLTON ST,JEFFERSON AVE & W CHARLTON ST,39.130745,-84.51112,1,,,,,0
JEFUNIo,4959,JEFFERSON AVE & UNIVERSITY AVE,,39.13263,-84.51091,1,,,,,0
VETo,5350,VETERANS AFFAIRS MEDICAL,Vine & VA Hospital,39.13937,-84.509306,1,,,,,0
VINSHIo,5356,VINE ST & SHIELDS ST,VINE ST & E SHIELDS ST,39.140724,-84.509238,1,,,,,0
VINBELo,5002,VINE ST & BELDARE AVE,,39.144951,-84.51173,1,,,,,0
VINFORo,5016,VINE ST & FOREST AVE,,39.149526,-84.51127,1,,,,,0
VINEHRo,5403,VINE ST & EHRMAN AVE,,39.151574,-84.509225,1,,,,,0
VIN3765o,5406,VINE ST 3765,,39.153502,-84.506857,1,,,,,0
VINGLENo,5409,VINE ST & GLENWOOD AVE,,39.155528,-84.505796,1,,,,,0
VINBERo,5435,VINE ST & BERTUS ST,,39.164858,-84.501979,1,,,,,0
VINCHUo,5436,VINE ST & CHURCH ST,,39.166017,-84.500228,1,,,,,0
VINWASo,5727,VINE ST & WASHINGTON AVE,VINE ST & ANDREW ST,39.168211,-84.49741,1,,,,,0
VINRAIo,5740,VINE ST & RAILROAD AVE,,39.17253,-84.496666,1,,,,,0
VIN5351o,5745,VINE ST 5351,,39.175019,-84.496656,1,,,,,0
VINSPRo,5747,VINE ST & SPRING GROVE AVE,,39.17775,-84.496296,1,,,,,0
VINLINo,6009,VINE ST & LINDEN ST,,39.186096,-84.488884,1,,,,,0
VINBEEo,6017,VINE ST & BEECH AVE,,39.18856,-84.486116,1,,,,,0
VIN66THo,6019,VINE ST & 66TH ST,,39.189873,-84.48475,1,,,,,0
VIN69THo,6023,VINE ST & 69TH ST,,39.192302,-84.4822,1,,,,,0
VINSEYo,6272,VINE ST & SEYMOUR AVE,VINE ST & E SEYMOUR AVE,39.194415,-84.479892,1,,,,,0
VINNORo,6280,VINE ST & NORTH BEND RD,,39.196869,-84.477337,1,,,,,0
ROSTOWo,5736,ROSS AVE & TOWER AVE,,39.170152,-84.495856,1,,,,,0
ROSGREo,5731,ROSS AVE & GREENLEE AVE,E ROSS AVE,39.16973,-84.492224,1,,,,,0
ROSIMWo,6005,ROSS AVE & IMWALLE AVE,E ROSS AVE & IMWALLE AVE,39.169366,-84.488766,1,,,,,0
ROSFISo,6001,ROSS AVE & FISCHER PL,,39.168919,-84.484226,1,,,,,0
PADFRAo,6231,PADDOCK RD & FRANKLIN AVE,,39.174554,-84.477859,1,,,,,0
PADCALo,6237,PADDOCK RD & CALIFORNIA AVE,,39.176071,-84.477696,1,,,,,0
PADRYLo,6250,PADDOCK RD & RYLAND AVE,,39.178373,-84.47744,1,,,,,0
PADLOIo,6253,PADDOCK RD & LOIS DR,,39.180765,-84.477196,1,,,,,0
PADELMo,6257,PADDOCK RD & ELM PARK DR,,39.183663,-84.476917,1,,,,,0
PADTOWo,6259,PADDOCK RD & TOWANDA TER,,39.185105,-84.476775,1,,,,,0
PADSEYo,6267,PADDOCK RD & SEYMOUR AVE,PADDOCK RD & E SEYMOUR AVE,39.191669,-84.475298,1,,,,,0
VIN7750o,6306,VINE ST 7750,,39.201626,-84.475058,1,,,,,0
VINCALo,6310,VINE ST & CALDWELL DR,,39.207337,-84.4745,1,,,,,0
VINDECo,6308,VINE ST & DE CAMP AVE,,39.206125,-84.47467,1,,,,,0
VINSHAo,6313,VINE ST & SHADYBROOK DR,VINE ST & RIDGEWAY AVE,39.209443,-84.474303,1,,,,,0
VINGLDo,6317,VINE ST & GLENDALE AVE,,39.211245,-84.474217,1,,,,,0
VINFERo,6323,VINE ST & FERNDALE AVE,,39.213609,-84.473896,1,,,,,0
VINWOODo,6324,VINE ST & WOODSDALE AVE,,39.214543,-84.473903,1,,,,,0
VINSHEo,6327,VINE ST & SHEEHAN AVE,,39.215456,-84.47371,1,,,,,0
SPRALLo,6337,SPRINGFIELD PIKE & ALLEN AVE,,39.219971,-84.47328,2,,,,,0
WAY77THo,6293,WAYNE AVE & 77TH ST,ANTHONY WAYNE AVE & 77TH ST,39.199557,-84.473701,1,,,,,0
WAYAVAo,6569,WAYNE AVE & AVALON ST,ANTHONY WAYNE AVE & AVALON ST,39.205519,-84.467019,1,,,,,0
WAYPARo,6573,WAYNE AVE & PARKWAY AVE,ANTHONY WAYNE AVE & PARKWAY AVE,39.207794,-84.465793,1,,,,,0
WAYKEAo,6576,WAYNE AVE & KEARNEY ST,ANTHONY WAYNE AVE & KEARNEY ST,39.210409,-84.464438,1,,,,,0
WAYHARo,6577,WAYNE AVE & HARTWELL AVE,ANTHONY WAYNE AVE & HARTWELL AVE,39.212211,-84.463492,1,,,,,0
WAYSHEEo,6580,WAYNE AVE & SHEEHAN AVE,ANTHONY WAYNE AVE & SHEEHAN AVE,39.215085,-84.462663,1,,,,,0
WAYCOOo,6609,WAYNE AVE & COOPER RD,S WAYNE AVE & COOPER RD,39.224088,-84.46103,2,,,,,0
STELEGo,6915,STEFFEN AVE & LEGGETT ST,,39.239418,-84.45761,2,,,,,0
LEGBYRo,6918,LEGGETT ST & BYRD AVE,,39.240131,-84.457294,2,,,,,0
LEGADAo,6933,LEGGETT ST & ADAMS ST,,39.244448,-84.457016,2,,,,,0
LEGMATo,6946,LEGGETT ST & MATTHEWS DR,,39.2471,-84.457004,2,,,,,0
LEGCHIo,6958,LEGGETT ST & CHICAGO AVE,CHICAGO AVE & SHEPHERD LN,39.248644,-84.456583,2,,,,,0
SHESMAo,7178,SHEPHERD AVE & SMALLEY AVE,,39.232102,-84.447471,2,,,,,0
WYOANNo,6903,WYOMING AVE & ANNA ST,W WYOMING AVE & ANNA ST,39.227087,-84.456402,2,,,,,0
MANBYRo,6917,MANGHAM DR & BYRD AVE,LOCKLAND RD & BYRD AVE,39.239874,-84.451635,2,,,,,0
CHIDIXo,6953,CHICAGO AVE & DIXIE CT,,39.248377,-84.452385,2,,,,,0
WAYCHEo,6646,WAYNE AVE & CHESTER RD,,39.244957,-84.464031,2,,,,,0
SPRWYOo,6346,SPRINGFIELD PIKE & WYOMING AVE,,39.227431,-84.47257,2,,,,,0
SPRPENo,6349,SPRINGFIELD PIKE & PENDERY AVE,,39.232071,-84.472082,2,,,,,0
SPRCHEo,6356,SPRINGFIELD PIKE & CHESTNUT AVE,,39.23722,-84.47165,2,,,,,0
SPRFCHAo,6359,SPRINGFIELD PIKE & CHARLOTTE AVE,,39.240892,-84.471299,2,,,,,0
SPRMCLo,6366,SPRINGFIELD PIKE & MCLEAN AVE,,39.246248,-84.47078,2,,,,,0
SPRIGROo,6367,SPRINGFIELD PIKE & GROVE RD,,39.247825,-84.470642,2,,,,,0
SPRIMARo,6371,SPRINGFIELD PIKE & MARION RD,,39.251915,-84.470221,2,,,,,0
SPRGRUo,6662,SPRINGFIELD PIKE & GRUENINGER,,39.254698,-84.469966,2,,,,,0
SP10500o,6672,SPRINGFIELD PIKE 10500,,39.260142,-84.469453,2,,,,,0
SP10623o,6681,SPRINGFIELD PIKE 10623,,39.263917,-84.469115,2,,,,,0
SPRSHAo,6378,SPRINGFIELD PIKE & SHARON RD,,39.27419,-84.478257,2,,,,,0
SP11039o,6381,SPRINGFIELD PIKE 11039,,39.275762,-84.479743,2,,,,,0
SP11300o,6040,SPRINGFIELD PIKE 11300,,39.27793,-84.481862,2,,,,,0
SPRNORo,6045,SPRINGFIELD PIKE & NORTHLAND BLVD,,39.281715,-84.485069,2,,,,,0
NORTRIo,6383,NORTHLAND BLVD & TRI COUNTY PKWY,,39.283375,-84.476694,2,,,,,0
SAL5004o,7708,SALEM RD 5004,SALEM RD & LAWRENCE ST,39.084194,-84.416024,1,,,,,0
SALWAYo,7911,SALEM RD & WAYSIDE AVE,,39.082203,-84.409689,1,,,,,0
SALHAWo,8123,SALEM RD & HAWKSTONE DR,,39.075516,-84.393592,1,,,,,0
SALSUTo,8121,SALEM RD & SUTTON AVE,,39.075283,-84.391328,1,,,,,0
SALLERo,8412,SALEM RD & LE ROY RD,,39.07505,-84.388704,1,,,,,0
SALBONo,8402,SALEM RD & BONDICK DR,,39.074521,-84.381774,1,,,,,0
SALBROo,8709,SALEM RD & BROOKE AVE,,39.074333,-84.378998,1,,,,,0
SALAYEo,8701,SALEM RD & AYERSHIRE AVE,,39.073776,-84.371252,1,,,,,0
4THWALo,1037,4TH ST & WALNUT ST, Unit WALNUT & WALNUT ST,39.100322,-84.510645,1,,,,,0
MAR1221e,5518,MARTIN DR 1221,,39.108852,-84.493251,1,,,,,0
PARMCMe,5835,PARK AVE & MCMILLAN ST,,39.125861,-84.486178,1,,,,,0
PAR2610e,5846,PARK AVE 2610,,39.127762,-84.485969,1,,,,,0
BURMLKi,5322,BURNET AVE & M L KING DR,BURNET AVE & E MARTIN LUTHER KING JR DR,39.135321,-84.501083,1,,,,,0
PAR941w,5524,PARADROME ST 941,,39.109952,-84.497733,1,,,,,0
PARCARw,5529,PARKSIDE PL & CARNEY ST,,39.110448,-84.495178,1,,,,,0
PARMARw,5522,PARKSIDE PL & MARTIN DR,,39.110289,-84.493123,1,,,,,0
PETBUTw,1126,PETE ROSE WAY & BUTLER ST,,39.101238,-84.500539,1,,,,,0
PET536w,1118,PETE ROSE WAY 536,,39.099845,-84.502638,1,,,,,0
EZZWINw,4021,EZZARD CHARLES DR & WINCHELL AVE,,39.109623,-84.530637,1,,,,,0
EZZWESw,4022,EZZARD CHARLES DR & WESTERN AVE,,39.109756,-84.531991,1,,,,,0
MO11221i,9119,MONTGOMERY RD 11221,MONTGOMERY RD & UNION CEMETERY RD,39.267687,-84.331133,2,,,,,0
MO10801i,9037,MONTGOMERY RD 10801,US 22 & RAMP,39.259557,-84.340116,2,,,,,0
MONVILi,9034,MONTGOMERY RD & VILLAGE DR,,39.257284,-84.342563,2,,,,,0
MON9393i,8986,MONTGOMERY RD 9393,MONTGOMERY RD & STRAIGHT ST,39.226831,-84.354866,2,,,,,0
COODELi,8951,COOPER RD & DELRAY DR,,39.229132,-84.368332,2,,,,,0
CENLINi,4537,CENTRAL PKWY & LINN ST,US 52 & MOHAWK PL,39.119598,-84.524854,1,,,,,0
BLU9221i,8660,BLUE ASH AVE 9221,9221 BLUE ASH AVE & MONROE AV,39.226176,-84.381908,2,,,,,0
BLUBUXi,8652,BLUE ASH AVE & BUXTON RD,,39.216791,-84.386578,2,,,,,0
BLUHARi,8648,BLUE ASH AVE & HARRISON AVE,,39.214177,-84.387913,2,,,,,0
BLU8483i,8646,BLUE ASH AVE 8483,8476 BLUE ASH AVE & HARRISON AVE,39.213491,-84.388264,2,,,,,0
RIDVALo,7574,RIDGE AVE  & VALUE CITY,RIDGE AVE & DONALD ST,39.168396,-84.423945,1,,,,,0
LES5332o,7322,LESTER RD 5332,LESTER RD & DELMAR AVE,39.170707,-84.432437,1,,,,,0
MONHIGo,8030,MONTGOMERY RD & HIGHLAND AVE,,39.192046,-84.404287,1,,,,,0
MONSAMo,8263,MONTGOMERY RD & SAMPSON LN,,39.193427,-84.399448,2,,,,,0
EUCKENo,8601,EUCLID AVE & KENWOOD RD,,39.192029,-84.380998,2,,,,,0
EUCMICo,8817,EUCLID AVE & MICHAEL LN,,39.191957,-84.379502,2,,,,,0
EUCTIKIo,8810,EUCLID AVE & TIKI AVE,,39.191561,-84.372176,2,,,,,0
EUCHOSo,8809,EUCLID AVE & HOSBROOK RD,,39.191453,-84.370143,2,,,,,0
EUCFOWo,8939,EUCLID AVE & FOWLER AVE,,39.191236,-84.366357,2,,,,,0
EUCFOWi,8942,EUCLID AVE & FOWLER AVE,,39.191397,-84.366427,2,,,,,0
EUCHOSi,8944,EUCLID AVE & HOSBROOK RD,,39.191595,-84.369862,2,,,,,0
EUCTIKIi,8812,EUCLID AVE & TIKI AVE,,39.191748,-84.372772,2,,,,,0
EUCMICi,8819,EUCLID AVE & MICHAEL LN,,39.192108,-84.37935,2,,,,,0
EUCKENi,8602,EUCLID AVE & KENWOOD RD,,39.19219,-84.381044,2,,,,,0
MONRAVi,7844,MONTGOMERY RD & RAVENAL CT,,39.189522,-84.411789,1,,,,,0
MONORCi,7640,MONTGOMERY RD & ORCHARD LN,,39.186008,-84.420297,1,,,,,0
RIDVALi,7572,RIDGE AVE & VALUE CITY,RIDGE AVE & DONALD ST,39.167905,-84.423933,1,,,,,0
BLUORCo,8315,BLUE ASH AVE & ORCHARD LN,,39.201368,-84.396301,2,,,,,0
BLU9250o,8661,BLUE ASH AVE 9250,9250 BLUE ASH AVE & HIGHLAND AVE,39.22647,-84.381475,2,,,,,0
COOCOOo,8839,COOPER RD & COOPER LN,,39.229231,-84.370612,2,,,,,0
COOCOOi,8840,COOPER RD & COOPER LN,,39.229392,-84.370541,2,,,,,0
MONPERo,8994,MONTGOMERY RD & PERIN RD,,39.234082,-84.351257,2,,,,,0
MONBETo,9031,MONTGOMERY RD & BETHESDA HOSPITAL,MONTGOMERY RD & PFEIFFER RD,39.250316,-84.34428,2,,,,,0
MONKEMo,9143,MONTGOMERY RD & KEMPER RD,,39.271608,-84.327852,2,,,,,0
MONCHUo,9139,MONTGOMERY RD & BAPTIST CHURCH,MONTGOMERY RD & HARPERS PT,39.269881,-84.329165,2,,,,,0
KUGBLUi,8643,KUGLER MILL RD & BLUE ASH AVE,KUGLER MILL RD & ST CLAIR AVE,39.211545,-84.388195,2,,,,,0
KUGWILi,8635,KUGLER MILL RD & WILTON AVE,,39.211078,-84.380726,2,,,,,0
KENORCo,8624,KENWOOD RD & ORCHARD AVE,,39.199738,-84.380256,2,,,,,0
GILLINo,5863,GILBERT AVE & LINCOLN AVE,,39.13208,-84.487922,1,,,,,0
KENDICo,7817,KENNEDY AVE & DICKENS AVE,,39.177835,-84.415719,1,,,,,0
KENVIEo,7813,KENNEDY AVE & VIEW POINTE DR,,39.173204,-84.418115,1,,,,,0
KENWALo,7811,KENNEDY AVE & WAL MARK,,39.172027,-84.419844,1,,,,,0
KENHIGo,7608,KENNEDY AVE & HIGHLAND AVE,,39.170599,-84.420066,1,,,,,0
RIDCALo,7568,RIDGE AVE & CALVERT ST,,39.163319,-84.421738,1,,,,,0
MARKROs,7551,MARBURG AVE & KROGER FUEL,MARBURG AVE & VANDECAR WAY,39.159482,-84.425021,1,,,,,0
PLALINo,8338,PLAINFIELD RD & LINDEN AVE,,39.209298,-84.398918,2,,,,,0
PLA8714o,8345,PLAINFIELD RD 8714,8718 PLAINFIELD RD,39.219015,-84.392141,2,,,,,0
PLAGEOi,8354,PLAINFIELD RD & GEORGETOWN RD,,39.228733,-84.394637,2,,,,,0
PLACROo,8349,PLAINFIELD RD & CROSSGATE SQ,,39.224434,-84.393865,2,,,,,0
PLALARi,8346,PLAINFIELD RD & LARCHVIEW DR,,39.22229,-84.393215,2,,,,,0
PLA8711i,8344,PLAINFIELD RD 8711,,39.218997,-84.392352,2,,,,,0
PLA8560i,8342,PLAINFIELD RD 8560,,39.214893,-84.393207,2,,,,,0
PLAKUGi,8341,PLAINFIELD RD & KUGLER MILL RD,,39.212476,-84.396762,2,,,,,0
PLASCHi,8326,PLAINFIELD RD & SCHENCK AVE,,39.206481,-84.399372,2,,,,,0
MONOAKi,7337,MONTGOMERY RD & OAKLEAF AVE,,39.177533,-84.438419,1,,,,,0
MONMAPi,6754,MONTGOMERY RD & MAPLE AVE,,39.162675,-84.45532,1,,,,,0
MONHUDi,6470,MONTGOMERY RD & HUDSON AVE,,39.149691,-84.464869,1,,,,,0
MONWOONi,6166,MONTGOMERY RD & WOODBURN AVE,,39.137973,-84.475607,1,,,,,0
GILLINi,5903,GILBERT AVE & LINCOLN AVE,,39.132249,-84.488097,1,,,,,0
SYC6THi,1144,SYCAMORE ST & 6TH ST,,39.103428,-84.508617,1,,,,,0
SYC5THi,1134,SYCAMORE ST & 5TH ST,,39.101992,-84.508265,1,,,,,0
CENEZo,4850,CENTRAL PKWY & EZZARD CHARLES DR,CENTRAL PKWY & GRANT ST,39.108955,-84.519752,1,,,,,0
QUEWICo,3371,QUEEN CITY AVE & WICKHAM PL,,39.126,-84.557195,1,,,,,0
PARHOMi,1510,PARKCREST LN & HOME DEPOT,PARKCREST LN & Home Depot Entrance,39.146011,-84.623232,1,,,,,0
CENBAYi,4544,CENTRAL PKWY & BAYMILLER ST,,39.120992,-84.527955,1,,,,,0
HAWPHIo,3053,HAWTHORNE AVE & PHILLIPS AVE,,39.103858,-84.56262,1,,,,,0
HAW651o,3046,HAWTHORNE AVE 651,HAWTHORNE AVE & PHILLIPS AVE,39.102367,-84.562725,1,,,,,0
HAWBASo,3038,HAWTHORNE AVE & BASSETT RD,,39.100654,-84.562929,1,,,,,0
8THOVEo,2260,8TH ST & OVERLOOK AVE,W 8TH ST & PEDRETTI AVE,39.109132,-84.599594,1,,,,,0
NEBRAPo,1933,NEBRASKA AVE & RAPID RUN DR,NEBRASKA AVE & ROTH AVE,39.111129,-84.600883,1,,,,,0
RAPBENo,1935,RAPID RUN RD & BENZ AVE,,39.11135,-84.602669,1,,,,,0
RAPCOVo,1932,RAPID RUN RD & COVEDALE AVE,RAPID RUN RD & BENZ AVE,39.110622,-84.606449,1,,,,,0
COVLIMo,1936,COVEDALE AVE & LIMBERLOST LN,,39.113334,-84.606444,1,,,,,0
COVCLEo,1945,COVEDALE AVE & CLEVES WARSAW PK,COVEDALE AVE & CLEVES WARSAW PKWY,39.118491,-84.606993,1,,,,,0
COVRELo,1953,COVEDALE AVE & RELLEUM AVE,,39.119329,-84.606913,1,,,,,0
GLEWERo,1750,GLENWAY AVE & WERK RD,,39.141165,-84.617906,1,,,,,0
COVCLEi,1952,COVEDALE AVE & CLEVES WARSAW PK,COVEDALE AVE & CLEVES WARSAW PIKE,39.118803,-84.607169,1,,,,,0
COVHIGi,1940,COVEDALE AVE & HIGHVIEW DR,,39.115617,-84.607476,1,,,,,0
COVRAPi,1931,COVEDALE AVE & RAPID RUN RD,,39.110594,-84.606799,1,,,,,0
RAPBENi,1934,RAPID RUN RD & BENZ AVE,,39.111197,-84.603065,1,,,,,0
RAPOVEi,2268,RAPID RUN RD & OVERLOOK AVE,,39.111157,-84.599937,1,,,,,0
OVE8THi,2261,OVERLOOK AVE & 8TH ST,OVERLOOK AVE & W 8TH ST,39.109167,-84.599874,1,,,,,0
BASHAWi,3033,BASSETT RD & HAWTHORNE AVE,BASSETT RD & CONSIDINE AVE,39.100467,-84.562964,1,,,,,0
HAW650i,3045,HAWTHORNE AVE 650,,39.102002,-84.562593,1,,,,,0
PHIGRAi,3051,PHILLIPS AVE & GRAND AVE,,39.1036,-84.561499,1,,,,,0
GRAGLENi,3104,GRAND AVE & GLENWAY AVE,,39.113032,-84.560301,1,,,,,0
GLEWINi,3362,GLENWAY AVE & WING ST,GLENWAY AVE & GRAND AVE,39.112936,-84.558107,1,,,,,0
GLE2433i,3347,GLENWAY AVE 2433,,39.108702,-84.55454,1,,,,,0
GLEWILi,3342,GLENWAY AVE & WILDER AVE,GLENWAY AVE & PEERLESS ST,39.107489,-84.554141,1,,,,,0
SUTBENo,8144,SUTTON AVE & BENNEVILLE ST,SUTTON AVE & @ BENNEVILLE,39.08822,-84.390165,1,,,,,0
SUTBENi,8439,SUTTON AVE & BENNEVILLE ST,SUTTON AVE & COLTER AVE,39.088407,-84.389932,1,,,,,0
SUTCAMi,8449,SUTTON AVE & CAMPUS LN,,39.091584,-84.389533,1,,,,,0
BEEBECi,7714,BEECHMONT AVE & BEECHMONT CIRCLE,,39.118438,-84.413739,1,,,,,0
BEEWILMo,7715,BEECHMONT AVE & WILMER AVE,,39.118563,-84.414369,1,,,,,0
MADMOOo,7043,MADISON RD & MOONEY AVE,,39.143654,-84.445657,1,,,,,0
MADMATo,8233,MADISON RD & MATHIS ST,,39.160376,-84.390856,1,,,,,0
MAD5055o,7938,MADISON RD 5055,MADISON RD & RED BANK EXPY,39.161585,-84.408143,1,,,,,0
8THCHEi,1149,8TH ST & CHEAPSIDE ST,E 8TH ST,39.105374,-84.508187,1,,,,,0
