stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
EZZLINe,4451,EZZARD CHARLES DR & LINN ST,,39.109234,-84.527984,1,,,,,0
EZZLINw,4452,EZZARD CHARLES DR & LINN ST,,39.109287,-84.52759,1,,,,,0
MADDAWi,8932,MADEIRA DAWSON RD LAYOVER,DAWSON RD & MONTGOMERY RD,39.187794,-84.36417,2,,,,,0
MONKENi,8621,MONTGOMERY RD & KENWOOD RD,,39.198692,-84.381424,2,,,,,0
MONKNNi,7843,MONTGOMERY RD & KENNEDY AVE,,39.188972,-84.41324,1,,,,,0
MONLESi,7348,MONTGOMERY RD & LESTER RD,,39.180932,-84.431806,1,,,,,0
SYCCOUi,1153,SYCAMORE ST & COURT ST,SYCAMORE ST & CENTRAL PKWY,39.106854,-84.509507,1,,,,,0
MONLESo,7347,MONTGOMERY RD & LESTER RD,,39.180816,-84.431689,1,,,,,0
MONMCHo,7842,MONTGOMERY RD & MCHUGH PL,,39.188963,-84.412825,1,,,,,0
MONKENo,8620,MONTGOMERY RD & KENWOOD RD,,39.198584,-84.381165,2,,,,,0
MONPFEi,9030,MONTGOMERY RD & PFEIFFER RD,,39.250228,-84.344539,2,,,,,0
BLUCOOi,8847,BLUE ASH AVE & COOPER RD,,39.231465,-84.378906,2,,,,,0
BLUCOOo,8846,BLUE ASH AVE & COOPER RD,,39.231279,-84.37882,2,,,,,0
MONPFEo,9029,MONTGOMERY RD & PFEIFFER RD,,39.248855,-84.344647,2,,,,,0
RAYWALi,8356,UC BLUE ASH,PLAINFIELD RD & WICKLOW AVE,39.233855,-84.398972,2,,,,,0
MONROSi,6758,MONTGOMERY RD & ROSS AVE,MONTGOMERY RD & BUXTON AVE,39.168034,-84.452956,1,,,,,0
MONDANi,6463,MONTGOMERY RD & DANA AVE,,39.146446,-84.467832,1,,,,,0
PEECORi,5565,PEEBLES CORNER,GILBERT AVE & E MCMILLAN ST,39.125455,-84.490774,1,,,,,0
REACITi,1172,READING RD & CITY STEPS,,39.11249,-84.50302,1,,,,,0
MONDANo,6461,MONTGOMERY RD & DANA AVE,MONTGOMERY RD & RUTLAND AVE,39.146139,-84.467857,1,,,,,0
MONROSo,6759,MONTGOMERY RD & ROSS AVE,,39.167826,-84.452828,1,,,,,0
HARWESi,3618,HARRISON AVE & WESTWOOD AVE,,39.125278,-84.547773,1,,,,,0
HARQUEo,5272,HARRISON AVE & QUEEN CITY AVE,,39.12581,-84.548088,1,,,,,0
DRAWAYi,8155,DRAGON WAY LAYOVER,Wooster Rd & Trade (EOL),39.140151,-84.394174,2,,,,,0
KENLOOi,8555,KENWOOD LOOP LAYOVER,KENWOOD RD & MADISON RD,39.160454,-84.385367,1,,,,,0
RIDBROi,7524,RIDGE RD & BROTHERTON RD,RIDGE AVE & MARBURG AVE,39.153522,-84.423075,1,,,,,0
MADBROi,7533,MADISON RD & BROTHERTON RD,MADISON RD & APPLETON ST,39.154361,-84.428257,1,,,,,0
MADOBSi,6723,MADISON RD & OBSERVATORY AVE,,39.138194,-84.455128,1,,,,,0
8THWALi,1077,8TH ST & WALNUT ST,E 8TH ST & WALNUT ST,39.104836,-84.511653,1,,,,,0
MADOBSo,6724,MADISON RD & OBSERVATORY AVE,MADISON RD & DANA AVE,39.138735,-84.453776,1,,,,,0
MADBROo,7532,MADISON RD & BROTHERTON RD,MADISON RD & APPLETON ST,39.154467,-84.427738,1,,,,,0
RIDMAPo,7525,RIDGE RD & MAPLE DR,RIDGE AVE & BROTHERTON RD,39.153367,-84.422888,1,,,,,0
KENLOOo,8558,on KENWOOD at LOOP LAYOVER,KENWOOD RD & SIERRA ST,39.16078,-84.385693,1,,,,,0
HILTOPi,3962,HILLTOP PLAZA LAYOVER,US 127,39.241591,-84.5469,2,,,,,0
WINSTRi,5111,WINNESTE & STRAND LN,WINNESTE AVE & STRAND LN,39.187349,-84.514708,1,,,,,0
BANDALi,4057,BANK ST & DALTON AVE,,39.119746,-84.535646,1,,,,,0
WINSTRo,5108,WINNESTE AVE & STRAND LN,,39.187141,-84.514534,1,,,,,0
NORDALo,4262,NORTH BEND RD & DALY RD,W NORTH BEND RD & TAHITI DR,39.20217,-84.531907,1,,,,,0
HAMMERi,3967,HAMILTON AVE & MEREDITH DR,,39.244088,-84.547276,2,,,,,0
CLIMCMo,4940,CLIFTON AVE & MCMILLAN ST,CLIFTON AVE & W MCMILLAN ST,39.127705,-84.519172,1,,,,,0
HAMNORo,3841,HAMILTON AVE & NORTH BEND RD,US 127 & W NORTH BEND RD,39.202688,-84.547553,1,,,,,0
HAMMERo,3966,HAMILTON AVE & MEREDITH DR,,39.243872,-84.547073,2,,,,,0
COLGALi,2668,COLERAIN AVE & GALBRAITH RD,COLERAIN RD & W GALBRAITH RD,39.2212,-84.586646,2,,,,,0
COLNORi,2912,COLERAIN AVE & NORTH BEND RD,COLERAIN AVE & W NORTH BEND RD,39.19059,-84.570237,1,,,,,0
COLNORe,2914,COLERAIN AVE & NORTH BEND RD,US 27 & W NORTH BEND RD,39.191617,-84.570707,1,,,,,0
CHEJESo,2161,CHEVIOT RD & JESSUP RD,,39.199069,-84.600861,2,,,,,0
WINFARi,4732,WINTON RD & FARRAGUT RD,WINTON RD & CROMWELL RD,39.267271,-84.523524,2,,,,,0
WINHEMi,5158,WINTON RD & HEMPSTEAD DR,,39.222883,-84.517575,2,,,,,0
WINHEMo,5157,WINTON RD & HEMPSTEAD DR,,39.223276,-84.517027,2,,,,,0
WINFARo,4730,WINTON RD & FARRAGUT RD,WINTON RD & CROMWELL RD,39.267045,-84.52328,2,,,,,0
HARMCHi,2559,HARRISON AVE & MCHENRY AVE,,39.140366,-84.580487,1,,,,,0
MOHCENi,4538,MOHAWK PL & CENTRAL PKWY,,39.120099,-84.524487,1,,,,,0
MOHCENo,4539,MOHAWK PL & CENTRAL PKWY,,39.120097,-84.524787,1,,,,,0
HARMCHo,2560,HARRISON AVE & MCHENRY AVE,,39.140652,-84.580527,1,,,,,0
FPP&Ri,4754,FOREST PARK PARK & RIDE,,39.29371,-84.522617,2,,,,,0
KEMSPRi,6056,KEMPER RD at OHIO ROUTE 4,KEMPER RD & OH-4,39.286985,-84.486436,2,,,,,0
KEMTRIi,6682,KEMPER RD & TRI COUNTY PKWY,E KEMPER RD & TRI COUNTY PKWY,39.287392,-84.46203,2,,,,,0
CHEKEMi,7190,CHESTER RD & KEMPER RD,,39.283899,-84.443174,2,,,,,0
CHEKEMo,7191,CHESTER RD & KEMPER RD,,39.28422,-84.442928,2,,,,,0
KEMTRIo,6683,KEMPER RD & TRI COUNTY PKWY,E KEMPER RD & TRI COUNTY PKWY,39.287608,-84.462398,2,,,,,0
SALBEAi,8408,SALEM RD & BEACON RD,,39.074787,-84.3836,1,,,,,0
BEECORi,8451,BEECHMONT AVE & CORBLY ST,BEECHMONT AVE & OXFORD PL,39.093819,-84.386961,1,,,,,0
MLKREAi,5621,MARTIN LUTHER KING DR & READING RD,E MARTIN LUTHER KING JR DR & US 42,39.13503,-84.496685,1,,,,,0
LIBSYCo,4865,LIBERTY ST & SYCAMORE ST,E LIBERTY ST & SYCAMORE ST,39.11251,-84.511089,1,,,,,0
AUBMCMo,5265,AUBURN AVE & MCMILLAN ST,AUBURN AVE & KINSEY AVE,39.126847,-84.508324,1,,,,,0
MLKREAo,5618,MARTIN LUTHER KING DR & READING RD,E MARTIN LUTHER KING JR DR & SAVOY PL,39.134743,-84.496331,1,,,,,0
LINDELs,7251,MT LOOKOUT SQUARE - LINWOOD AVE & DELTA,LINWOOD AVE & MONTEITH AVE,39.128211,-84.43033,1,,,,,0
BEECORo,8454,BEECHMONT AVE & CORBLY ST,,39.09421,-84.387199,1,,,,,0
HPPi,7474,HYDE PARK PLAZA MAIN ENTRANCE,PAXTON AVE & FERDINAND PL,39.146179,-84.429962,1,,,,,0
COLDELi,7233,COLUMBIA PKWY & DELTA AVE,,39.117205,-84.439117,1,,,,,0
COLDELo,7232,COLUMBIA PKWY & DELTA AVE,,39.11683,-84.43868,1,,,,,0
HPPo,7473,HYDE PARK PLAZA MAIN ENTRANCE,PAXTON AVE & FERDINAND PL,39.14673,-84.42905,1,,,,,0
CASEYi,3767,CASEY DR LAYOVER,,39.178016,-84.548672,1,,,,,0
BEEDREi,3455,BEEKMAN ST & DREMAN AVE,,39.153572,-84.550605,1,,,,,0
BEEHOPi,3650,BEEKMAN ST & HOPPLE ST,BEEKMAN ST & WOODBURN AVE,39.138085,-84.548676,1,,,,,0
BEEHOPo,3654,BEEKMAN ST & HOPPLE ST,BEEKMAN ST & YONKERS AVE,39.138169,-84.548476,1,,,,,0
BEEDREo,3453,BEEKMAN ST & DREMAN AVE,,39.153047,-84.550607,1,,,,,0
CASEYo,3766,CASEY DR LAYOVER,CASEY DR & CALVERT ST,39.178008,-84.548648,1,,,,,0
MOHKIRi,9462,MOHAWK TRAIL,MOHAWK TL,39.175538,-84.27877,3,,,,,0
WOOGIVi,9316,WOOSTER PIKE & GIVEN RD,,39.16598,-84.30855,2,,,,,0
MMINNi,8757,MARIEMONT INN - WOOSTER PK,WOOSTER PIKE,39.145246,-84.375112,2,,,,,0
EASARCi,7737,EASTERN AVE & ARCHER AVE,RAMP & EASTERN AVE,39.12562,-84.412814,1,,,,,0
RIVBAIi,5803,RIVERSIDE & BAINS ST,EASTERN AVE & BAINS ST,39.111289,-84.489721,1,,,,,0
RIVBAIo,5801,RIVERSIDE & BAINS ST,EASTERN AVE & COLLARD ST,39.110875,-84.489828,1,,,,,0
EASARCo,7736,EASTERN AVE & ARCHER AVE,EASTERN AVE & RAMP,39.125424,-84.412686,1,,,,,0
WOOGIVo,9314,WOOSTER PIKE & GIVEN RD,,39.165411,-84.309201,2,,,,,0
NAGCLOi,9105,NAGEL RD & CLOUGH RD,,39.088584,-84.330453,2,,,,,0
6THSYCi,1143,6TH ST & SYCAMORE ST,,39.103268,-84.50836,1,,,,,0
8MIBEEn,9122,EIGHT MILE RD & BEECHMONT AVE,EIGHT MILE RD & SR 125,39.072979,-84.32242,2,,,,,0
MCMVINe,4931,MCMILLAN ST & VINE ST,W MCMILLAN ST & VINE ST,39.127295,-84.511869,1,,,,,0
MCMGILe,5833,PEEBLES CORNER - MCMILLAN & GILBERT,E MCMILLAN ST & GILBERT AVE,39.125807,-84.48933,1,,,,,0
TAFVINw,4942,TAFT RD & VINE ST,WILLIAM H TAFT RD & CALHOUN ST,39.128062,-84.510927,1,,,,,0
CALCLIw,4949,CALHOUN ST & CLIFTON AVE,CALHOUN ST & CORBETT DR,39.1286,-84.519594,1,,,,,0
DELANDEi,1615,DELHI RD & ANDERSON FERRY RD,,39.093703,-84.618516,1,,,,,0
8THDEPi,3321,8TH ST & DEPOT ST,W 8TH ST & 8TH ST,39.105114,-84.551963,1,,,,,0
8THSTAo,3326,8TH ST & STATE AVE,W 8TH ST & SR 264,39.105374,-84.553055,1,,,,,0
SIDSYLo,1439,SIDNEY AVE & SYLVED LN,,39.126794,-84.62191,1,,,,,0
MUDGLEo,1726,MUDDY CREEK RD & GLENWAY AVE,,39.136676,-84.615624,1,,,,,0
GLEPARo,1508,GLENWAY AVE & PARKCREST LN,,39.145634,-84.624399,1,,,,,0
DELMTAEo,1620,DELHI RD & MT ALVERNO RD,,39.094392,-84.616249,1,,,,,0
GLECLEi,2307,GLENWAY AVE & CLEVES WARSAW PIKE,Glenway & Cleves-Warsaw,39.118536,-84.599464,1,,,,,0
GLEGLEo,2009,GLENWAY AVE & GLENCROSSING WAY,GLENWAY AVE & ILIFF AVE,39.131122,-84.608949,1,,,,,0
MONANAe,2606,MONTANA AVE & ANACONDA DR,,39.15355,-84.584021,1,,,,,0
MLKHIGi,5318,MARTIN LUTHER KING DR & HIGHLAND AV,E MARTIN LUTHER KING JR DR & HIGHLAND AVE,39.135195,-84.502636,1,,,,,0
MONANAw,2607,MONTANA AVE & ANACONDA DR,,39.153915,-84.58394,1,,,,,0
WNBBOUi,2115,WESTWOOD NORTHERN BLVD & BOUDINOT,WESTWOOD NORTHERN BLVD & BOUDINOT AVE,39.162284,-84.601443,1,,,,,0
NORWINe,4672,NORTH BEND RD & WINTON RD,W NORTH BEND RD & WINTON RD,39.201196,-84.520315,1,,,,,0
SEYREAe,6547,SEYMOUR AVE & READING RD,,39.18895,-84.462973,1,,,,,0
LOSMONe,7628,LOSANTIVILLE AVE & MONTGOMERY RD,LOSANTIVILLE AVE & MONTWOOD ALY,39.181856,-84.429029,1,,,,,0
WOOMONw,7627,WOODFORD RD & MONTGOMERY RD,WOODFORD RD & LOSANTIVILLE AVE,39.181644,-84.428701,1,,,,,0
SEYREAw,6550,SEYMOUR AVE & READING RD,,39.189887,-84.463976,1,,,,,0
ESTELAY,6029,ESTE AVE LAYOVER,,39.194722,-84.489761,1,,,,,0
DUTWINi,5127,DUTCH COLONY DR & WINTON RIDGE LN,,39.190477,-84.519756,1,,,,,0
MITVINi,5420,MITCHELL AVE & VINE ST,W MITCHELL AVE & E MITCHELL AVE,39.160528,-84.505268,1,,,,,0
BHGi,6228,BOND HILL GARAGE - PADDOCK RD,PADDOCK RD & RAMP,39.171969,-84.478318,1,,,,,0
REACLIi,5945,READING RD & CLINTON SPRINGS AVE,,39.153772,-84.483172,1,,,,,0
REALINi,5616,READING RD & LINCOLN AVE,READING RD & E UNIVERSITY AVE,39.133021,-84.497205,1,,,,,0
REAELSo,1190,READING RD & ELSINORE PL,US 42 & CITY STEPS,39.112128,-84.502966,1,,,,,0
REALINo,5611,READING RD & LINCOLN AVE,,39.13277,-84.49714,1,,,,,0
REACLIo,5943,READING RD & CLINTON SPRINGS AVE,READING RD & N FRED SHUTTLESWORTH CIR,39.153182,-84.483594,1,,,,,0
BHGo,6227,BOND HILL GARAGE - PADDOCK RD,PADDOCK RD & RAMP,39.172329,-84.478075,1,,,,,0
REACALi,6511,READING RD & CALIFORNIA AVE,,39.176083,-84.466878,1,,,,,0
MITVINo,5421,MITCHELL AVE & VINE ST,E MITCHELL AVE & VINE ST,39.160503,-84.503697,1,,,,,0
EST6350e,6028,ESTE AVE 6350,,39.19456,-84.489944,1,,,,,0
REASUMo,6853,READING RD & SUMMIT RD,Summit Rd & Greenland Pl,39.202077,-84.455728,1,,,,,0
FORREAe,5647,FOREST AVE & READING RD,FOREST AVE & Reading,39.14484,-84.491393,1,,,,,0
VINMCMi,4934,VINE ST & MCMILLAN ST,,39.127687,-84.511397,1,,,,,0
VINMCMo,4929,VINE ST & MCMILLAN ST,VINE ST & ORTIZ ALY,39.127061,-84.511813,1,,,,,0
EZZCENe,4442,EZZARD CHARLES DR & CENTRAL AVE,,39.108971,-84.521701,1,,,,,0
PresDr,3479,PRESIDENT TURNAROUND,PRESIDENT DR & cul-de-sac,39.158533,-84.557816,1,,,,,0
MAIN190e,1209,MAIN ST 190,,39.137896,-84.711439,2,,,,,0
RIVANDi,1402,ANDERSON FERRY,RIVER RD & ANDERSON FERRY RD,39.07712,-84.623337,1,,,,,0
RIVFAIi,3001,RIVER RD & FAIRBANKS AVE,,39.088083,-84.569318,1,,,,,0
RIVDELo,3006,RIVER RD & DELHI AVE,RIVER RD & STEINER AVE,39.088334,-84.567616,1,,,,,0
RIVANDo,1403,ANDERSON FERRY,RIVER RD & ANDERSON FERRY RD,39.077285,-84.623424,1,,,,,0
DANREAi,5941,DANA AVE & READING RD,DANA AVE & CLINTON SPRINGS AVE,39.152372,-84.483917,1,,,,,0
BURGOOi,5336,BURNET AVE & GOODMAN ST,,39.136704,-84.500968,1,,,,,0
CLILUDi,4991,CLIFTON AVE & LUDLOW AVE,CLIFTON AVE & HOWELL AVE,39.142734,-84.519376,1,,,,,0
READANe,5938,READING RD & DANA AVE,READING RD & BURTON AVE,39.15232,-84.484647,1,,,,,0
DRYI74i,1205,DRY FORK RD & I-74,DRY FORK RD & PILOT RD,39.242397,-84.770303,3,,,,,0
HARRWESi,1201,HARRISON CENTER - HARRISON & WEST,HARRISON AVE & STONE DR,39.25144,-84.793912,3,,,,,0
HARWESTo,1202,HARRISON CENTER - HARRISON & WEST,HARRISON AVE & STONE DR,39.250773,-84.793102,3,,,,,0
LAFHARi,2337,LAFEUILLE AVE & HARRISON AVE,MCHENRY & HARRISON AVE,39.140988,-84.590126,1,,,,,0
BALWESi,3158,BALTIMORE AVE & WESTWOOD NORTHERN,BALTIMORE AVE & WESTWOOD NORTHERN BLVD,39.144927,-84.562633,1,,,,,0
MCMMOHi,4540,MCMICKEN AVE & MOHAWK PL,W MCMICKEN AVE & MANCHESTER ST,39.120336,-84.524623,1,,,,,0
MCMMOHo,4541,MCMICKEN AVE & MOHAWK PL,W MCMICKEN AVE & NAGEL ALY,39.120273,-84.524214,1,,,,,0
COLHOPo,4149,COLERAIN AVE & HOPPLE ST,COLERAIN AVE & RACHEL ST,39.136947,-84.537188,1,,,,,0
BALWESo,3159,BALTIMORE AVE & WESTWOOD NORTHERN,BALTIMORE AVE & WESTWOOD NORTHERN BLVD,39.145017,-84.562447,1,,,,,0
GROP&Gw,8958,GROOMS RD AT P&G ENTRANCE,,39.274804,-84.367272,2,,,,,0
LIBLOCo,4481,LIBERTY ST & LOCKHURST LN,W LIBERTY ST & LOCKHURST LN,39.113818,-84.52951,1,,,,,0
GROP&Ge,8957,GROOMS RD AT P&G ENTRANCE,,39.274779,-84.367131,2,,,,,0
KINKINi,9507,KINGS CENTER DR & KINGS MILL RD,KINGS CENTER DR & STRESS ENGINEERING WAY,39.356489,-84.259986,3,,,,,0
COLCORi,9448,LAKEVIEW CHURCH - COLUMBIA RD,,39.309922,-84.282031,3,,,,,0
WESMASi,9309,WESTERN ROW RD & MASON-MONTGOMERY,MASON-MONTGOMERY RD & WESTERN ROW RD,39.33681,-84.311347,3,,,,,0
MONKEMi,9144,MONTGOMERY RD & KEMPER RD,MONTGOMERY RD & HARPERS PT,39.271901,-84.328086,2,,,,,0
KENMONi,8622,KENWOOD RD & MONTGOMERY RD,,39.200069,-84.380407,2,,,,,0
KENMONo,8619,KENWOOD RD & MONTGOMERY RD,,39.198362,-84.380317,2,,,,,0
MASWESo,9310,MASON MONTGOMERY RD & WESTERN ROW,WESTERN ROW RD & MASON-MONTGOMERY RD,39.337117,-84.311063,3,,,,,0
KINP&Ro,9480,KINGS ISLAND PARK & RIDE,,39.339668,-84.27804,3,,,,,0
COLCAMi,2651,COLERAIN AVE & CAMEO LN,US 27 & CAMEO LN,39.212505,-84.584681,2,,,,,0
CHENORi,2420,CHEVIOT RD & NORTH BEND RD,CHEVIOT RD & EPLEY LN,39.192062,-84.599204,2,,,,,0
CENVINi,4814,CENTRAL PKWY & VINE ST,US 42 & DOERR ALY,39.107003,-84.514573,1,,,,,0
COLBANo,2648,COLERAIN AVE & BANNING RD,US 27 & BANNING RD,39.210805,-84.58408,2,,,,,0
CHEJOSo,2466,CHEVIOT RD & JOSEPH RD,CHEVIOT RD & CARROUSEL PARK CIR,39.230939,-84.59911,2,,,,,0
VINHILi,6334,VINE ST & HILLSDALE AVE,,39.217437,-84.473758,1,,,,,0
VINHILo,6333,VINE ST & HILLSDALE AVE,,39.217286,-84.473559,1,,,,,0
MTAPEDi,1914,MT ALVERNO RD & PEDRETTI AVE,MT ALVERNO RD & GLENHAVEN DR,39.090266,-84.600313,1,,,,,0
DELANDo,1617,DELHI RD & ANDERSON FERRY RD,DELHI RD & GLENDALE MILFORD RD,39.094203,-84.61743,1,,,,,0
ANDRAPo,1638,ANDERSON FERRY RD & RAPID RUN RD,,39.110277,-84.61651,1,,,,,0
SPRGLEi,6667,SPRINGFIELD PIKE & GLENDALE MILFORD,SPRINGFIELD PIKE & GLENDALE MILFORD RD,39.257483,-84.469896,2,,,,,0
VINROSi,5729,VINE ST & ROSS AVE,VINE ST & MCCLELLAN AVE,39.169448,-84.49751,1,,,,,0
VINROSo,5733,VINE ST & ROSS AVE,VINE ST & MCCLELLAN AVE,39.169663,-84.49725,1,,,,,0
WYOWILo,6877,WYOMING AVE & WILLIAMS AVE,,39.225437,-84.452571,2,,,,,0
GRUSPRo,6660,GRUENINGER WAY,GRUENINGER WAY & GLENDALE MILFORD RD,39.254922,-84.469059,2,,,,,0
SALBURi,8708,SALEM RD & BURNEY LN,,39.074242,-84.375346,1,,,,,0
KELCONi,7223,KELLOGG AVE & CONGRESS AVE,US 52 & CONGRESS AVE,39.112784,-84.439537,1,,,,,0
KELSTAo,7001,KELLOGG AVE & STANLEY AVE,US 52,39.114703,-84.440488,1,,,,,0
SALBURo,8705,SALEM RD & BURNEY LN,SALEM RD & BIRNEY LN,39.074065,-84.374817,1,,,,,0
UTP&Ri,9460,UNION TOWNSHIP P&R - AICHOLTZ RD,,39.092022,-84.275812,3,,,,,0
UTP&Ro,9459,UNION TOWNSHIP P&R - AICHOLTZ RD,,39.092022,-84.275812,3,,,,,0
TAFREAa,5579,TAFT RD & READING RD,WILLIAM H TAFT RD & READING RD,39.128675,-84.499501,1,,,,,0
REACALo,6503,READING RD & CALIFORNIA AVE,,39.17586,-84.466726,1,,,,,0
GRAWYNa,1226,GRACELY DR & WYNNE PL,GRACELY DR & WING ST,39.127418,-84.704885,1,,,,,0
WESHIGn,1975,WESTERN HILLS HIGH SCHOOL,FERGUSON RD & HEARTHSTONE DR,39.124441,-84.601345,1,,,,,0
WESHIGs,1976,WESTERN HILLS HIGH SCHOOL,FERGUSON RD & HEARTHSTONE DR,39.124576,-84.601506,1,,,,,0
BRAMBLp,8522,BRAMBLE AVE PLAYGROUND,BRAMBLE AVE & SETTLE ST,39.151247,-84.387125,1,,,,,0
BEEQUEi,3663,BEEKMAN ST & QUEEN CITY AVE,BEEKMAN ST & WESTWOOD AVE,39.126389,-84.545763,1,,,,,0
VINMITo,5419,VINE ST & MITCHELL AVE,VINE ST & PARKWOOD PL,39.160159,-84.504446,1,,,,,0
HOPCOLa,4147,HOPPLE ST & COLERAIN AVE,,39.136936,-84.537548,1,,,,,0
SUTCAMa,8446,SUTTON AVE & CAMPUS LN,,39.091512,-84.389755,1,,,,,0
TOWANDe,8976,TOWN CENTER WAY & ANDERSON PARK AND RIDE,BEECHMONT MALL,39.077504,-84.349425,2,,,,,0
CLISTRi,4602,CLIFTON AVE & STRAIGHT ST,CLIFTON AVE & E CLIFTON AVE,39.129301,-84.520828,1,,,,,0
WALHILo,6177,WALNUT HILLS HIGH SCHOOL - JONATHAN,JONATHAN AVE,39.142924,-84.478004,1,,,,,0
QUEBOUp,2031,QUEEN CITY AVE & BOUDINOT AVE,QUEEN CITY AVE & WILLETT TER,39.136126,-84.603742,1,,,,,0
CLIREAo,5946,CLINTON SPRINGS AVE & READING RD,,39.154058,-84.483717,1,,,,,0
QUEFERa,2021,QUEEN CITY AVE & FERGUSON RD,,39.135122,-84.600307,1,,,,,0
NIXJEFa,4973,NIXON ST & JEFFERSON AVE,,39.138004,-84.511598,1,,,,,0
REASUMi,6861,READING RD & SUMMIT RD,,39.202987,-84.455389,1,,,,,0
MUSWESe,4020,MUSEUM CENTER DR & WESTERN AVE,WESTERN AVE & RAMP,39.109354,-84.532387,1,,,,,0
EZZWINe,4018,EZZARD CHARLES DR & WINCHELL AVE,,39.109355,-84.531127,1,,,,,0
EZZ845,4454,EZZARD CHARLES DR 845,,39.109357,-84.529929,1,,,,,0
EZZJOHe,4441,EZZARD CHARLES DR & JOHN ST,,39.108942,-84.523341,1,,,,,0
PLU9THe,1069,PLUM ST & 9TH ST,PLUM ST & WEAVER ALY,39.104252,-84.518865,1,,,,,0
5THLAWe,1138,5TH ST & LAWRENCE ST,,39.102279,-84.505091,1,,,,,0
4THPIKe,1131,4TH ST & PIKE ST,E 4TH ST & PIKE ST,39.101771,-84.50397,1,,,,,0
BROARCe,1116,BROADWAY & ARCH ST,,39.100271,-84.506046,1,,,,,0
PETEGGe,5501,PETE ROSE WAY & EGGLESTON AVE,,39.101872,-84.499197,1,,,,,0
PARIDAe,5527,PARADROME ST & IDA ST,PARADROME ST & IDA AVE,39.110277,-84.498784,1,,,,,0
ARTMTAe,5534,ART MUSEUM DR & MT ADAMS DR,,39.112756,-84.497358,1,,,,,0
PARCYPe,5823,PARK AVE & CYPRESS ST,,39.123086,-84.486468,1,,,,,0
PARCROe,5825,PARK AVE & CROSS LN,,39.124594,-84.486317,1,,,,,0
PARYALe,5847,PARK AVE & YALE AVE,,39.128797,-84.485853,1,,,,,0
EUCMAPi,8940,EUCLID AVE & MAPLE AVE,,39.191298,-84.364207,2,,,,,0
EUCNODi,8816,EUCLID AVE & NODDING WAY,,39.191928,-84.375821,2,,,,,0
MONWELi,9036,MONTGOMERY RD & WELLER RD,MONTGOMERY RD & HETZ DR,39.2583,-84.341533,2,,,,,0
MONBETi,9033,MONTGOMERY RD AT BETHESDA NORTH HOSPITAL,,39.252835,-84.343935,2,,,,,0
MONHOPi,9028,MONTGOMERY RD & HOPEWELL RD,,39.24386,-84.34688,2,,,,,0
MONMARi,9023,MONTGOMERY RD & MARKET PLACE LN,,39.23752,-84.34989,2,,,,,0
MONMITi,8996,MONTGOMERY RD & MITCHELL FARM LN,,39.235322,-84.350905,2,,,,,0
COO7786i,8984,COOPER RD 7786,COOPER RD & WEST ST,39.226688,-84.355825,2,,,,,0
COO6945i,8950,COOPER RD 6945,COOPER RD & VILLAGE GREEN DR,39.228352,-84.362288,2,,,,,0
COOWYNi,8841,COOPER RD & WYNNECREST DR,COOPER RD & MONROE AV,39.229866,-84.372938,2,,,,,0
COOKENi,8844,COOPER RD & KENWOOD RD,,39.231208,-84.376682,2,,,,,0
HUNBLUi,8665,HUNT RD & BLUE ASH AVE,,39.229116,-84.380068,2,,,,,0
BLUBELi,8658,BLUE ASH AVE & BELLEVIEW AVE,,39.22278,-84.38356,2,,,,,0
BLUEMEi,8654,BLUE ASH AVE & EMERALD AVE,,39.218557,-84.385663,2,,,,,0
PLAOAKWi,8331,PLAINFIELD RD & OAKWOOD AVE,PLAINFIELD RD & CROSSGATE SQ,39.208016,-84.399231,2,,,,,0
PLAMATi,8325,PLAINFIELD RD & MATSON AVE,,39.205474,-84.399439,2,,,,,0
PLASTJi,8321,PLAINFIELD RD & ST JOHNS TER,,39.203494,-84.399624,2,,,,,0
PLALANi,8313,PLAINFIELD RD & LANDSDOWNE AVE,,39.201205,-84.399845,2,,,,,0
PLAWEBi,8048,PLAINFIELD RD & WEBSTER AVE,,39.199218,-84.400035,2,,,,,0
PLANORi,8046,PLAINFIELD RD & NORTH ST,,39.196468,-84.400361,2,,,,,0
KUG4455i,8639,KUGLER MILL RD 4455,KUGLER MILL RD & MONROE AVE,39.211375,-84.385378,2,,,,,0
KENMARi,8837,KENWOOD RD & MARIEVIEW CT,,39.209289,-84.379467,2,,,,,0
LESMONi,7345,LESTER RD & MONTGOMERY RD, Unit S & PARKVIEW AVE,39.180525,-84.431527,1,,,,,0
LESMAPi,7329,LESTER RD & MAPLELEAF AVE,,39.174772,-84.432154,1,,,,,0
LESGLOi,7336,LESTER RD & GLOSS AVE,,39.177274,-84.431713,1,,,,,0
LESDOUi,7342,LESTER RD & DOUGLAS TER,,39.17882,-84.431584,1,,,,,0
HIGBIGi,7576,HIGHLAND AVE & BIGGS,HIGHLAND AVE & MARRYAT AVE,39.168494,-84.427566,1,,,,,0
GALFROi,8626,GALBRAITH RD & FROLIC DR,E GALBRAITH RD & FROLIC DR,39.206868,-84.382144,2,,,,,0
GALKENi,8834,GALBRAITH RD & KENWOODRD,E GALBRAITH RD & EAST EPWORTH AVE,39.206491,-84.378451,2,,,,,0
GAL5531i,8832,GALBRAITH RD 5531,E GALBRAITH RD,39.206088,-84.375144,2,,,,,0
